A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
80,202.41661702154641,10.0,0.001405717647690784,267.5774388455077,1.5,0.00801745146359624,193.07210006229008,1.5,0.6156799942372757,224.92791334643144,1.5,0.43412150695844814,259.34920023439236,10.0,0.9005165144127131,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,null_policy,dikesnet
22,34.8067664236094,1.5,0.5174105255966449,46.15805768462306,1.0,0.7696600224799999,141.11268085940162,10.0,0.9071493224442468,128.677101927963,10.0,0.8212944267641444,95.29386972250836,10.0,0.6427746952009462,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,null_policy,dikesnet
115,276.94028588889,1.5,0.6296190921941341,147.33898296914208,10.0,0.5601664018767987,321.225477240429,1.5,0.567994809640224,210.27189595848367,1.0,0.4841482104662705,335.0384112399742,10.0,0.4415248395333621,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,null_policy,dikesnet
112,196.52588989492762,1.0,0.5374268800561027,319.4169911206241,1.0,0.018112489885819403,60.816070829479955,1.0,0.8476553251488282,188.8322425477281,1.5,0.4909141279800327,143.24067089230047,10.0,0.370297489526888,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,null_policy,dikesnet
19,133.63917887187114,1.0,0.24301310884017757,218.4031450882766,1.0,0.6580039524748353,135.32748084245787,1.0,0.801823468045851,313.4238714829181,10.0,0.2089776676139762,72.33548898901913,1.5,0.5357418111306648,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,null_policy,dikesnet
17,120.38029000630344,10.0,0.14950847667034725,190.77519649269746,1.5,0.027888919051990417,216.73805092834527,1.5,0.03511866847536482,207.63090679405295,10.0,0.960014957923741,269.99620518269825,10.0,0.2409141366318913,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,null_policy,dikesnet
128,263.1539425324223,1.0,0.961279643187773,56.17033668095562,10.0,0.5509466597517048,297.8721596618638,10.0,0.9181417654605515,42.02370233698855,10.0,0.4698743138391629,262.1210960197934,1.0,0.43937969399743637,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,null_policy,dikesnet
28,100.0332240896654,1.0,0.6522744049005003,320.2673983014612,10.0,0.8859957332564483,160.66802870720142,1.0,0.2346302303219298,314.6673855813322,1.0,0.6051513336623956,30.825274361927928,1.0,0.47147064163148583,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,null_policy,dikesnet
104,74.04466860072743,1.5,0.6077309098000453,105.63726776517866,1.5,0.12259741624010018,291.3593660127857,10.0,0.3264533613350066,231.30580406483332,1.0,0.6837468090817643,217.6898637494541,10.0,0.33332631651692557,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,null_policy,dikesnet
75,33.07007896666566,1.5,0.660736242613035,103.01021386747527,1.5,0.35039786361236397,284.3035089483315,1.0,0.08151807718560143,48.236561369914824,1.5,0.08128075245352961,94.00144751459362,1.0,0.8394088994385442,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,null_policy,dikesnet
108,51.90897468217377,10.0,0.504659122476724,154.30627567563414,10.0,0.19031549710909776,81.91331686356133,10.0,0.528646312536074,235.638066212782,10.0,0.394060861107616,152.893531385993,10.0,0.1455167358311834,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,null_policy,dikesnet
68,184.07705659953814,1.0,0.3909974318490481,201.42522128583119,1.0,0.8213570895672819,111.89271737132015,1.5,0.32934452953803284,219.43218858808888,10.0,0.7564614779466288,241.67317015075793,1.0,0.19159771489404154,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,null_policy,dikesnet
27,135.68105910434932,10.0,0.8143074453453464,122.41511795438146,1.0,0.3815496627030882,294.5667561927639,1.0,0.8880298254665001,241.96064526576964,1.0,0.7723805240359515,297.0112593403585,1.5,0.15041888504958467,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,null_policy,dikesnet
64,322.10716602017027,1.5,0.044994435873160085,246.8346263482371,1.0,0.04013040340648603,336.1024720335015,10.0,0.11149513954401459,257.79695380687156,1.0,0.6575492086194348,121.85818378470698,1.5,0.9274281385648521,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,null_policy,dikesnet
27,54.502002388509695,1.0,0.7335319184830741,274.02785633561916,1.0,0.12775562900378434,75.55642126274978,10.0,0.05351612358403698,346.84652924377576,10.0,0.238707608295516,143.74523380828578,10.0,0.39756661326198606,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,null_policy,dikesnet
126,208.71733146313855,1.0,0.8100805831974789,329.78009005664006,10.0,0.8133584771412108,210.5784216423913,1.0,0.08145607864890321,71.84117928843594,10.0,0.02834728812579998,104.8918847617809,10.0,0.32934966817394007,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,null_policy,dikesnet
123,114.84726585959814,10.0,0.7165922942306294,156.00352860955454,10.0,0.872511097752048,228.05647621383548,1.0,0.30327432208703503,288.956360050873,1.5,0.9701056222116112,91.67122515845458,1.0,0.8519888753216438,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,null_policy,dikesnet
25,196.58697700075442,1.0,0.5151699739732926,42.98807303238622,1.0,0.9296771510811913,165.77494312440004,1.0,0.38057332253385756,240.28531506370553,10.0,0.46130011737680965,141.78207917331414,1.5,0.5340270533342804,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,null_policy,dikesnet
15,181.39110085029958,1.0,0.37189757688754055,286.7933063446599,10.0,0.8713261689140196,227.74701413750333,1.5,0.32199782132771415,309.5351084766797,10.0,0.18447953960383023,247.57034505964384,1.0,0.25859212293314976,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,null_policy,dikesnet
114,243.75737463250448,10.0,0.963460141579521,145.63666713099565,1.0,0.4718505648907553,31.272294640889147,1.5,0.10991699425854139,299.4717100202055,10.0,0.9591646836108612,135.0674759163903,10.0,0.8400136268817532,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,null_policy,dikesnet
80,332.6664116919384,1.5,0.6210712627727596,188.8896025423246,10.0,0.16549118692699546,311.1257983105411,1.0,0.8919085061417836,97.10114732152597,10.0,0.8887325550861989,41.24166264362422,1.5,0.309411342633517,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,null_policy,dikesnet
107,226.1601825449408,10.0,0.5625064043602772,246.38451456060213,1.5,0.6798749547862946,268.4960579351829,1.0,0.982470534491184,132.13602564434126,10.0,0.3309954082909882,277.6924635029052,1.5,0.8693448728266449,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,null_policy,dikesnet
90,112.49835549382432,10.0,0.32897276737300035,73.70898225698727,1.0,0.6209904706174499,264.85494712661523,1.5,0.8774824483871315,215.06386548818537,1.5,0.7429514005651626,181.80976533771798,1.5,0.6383748872454993,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,null_policy,dikesnet
37,210.32805083034538,10.0,0.6128416894927291,272.4592569400957,1.5,0.3628451296625271,162.8065650205727,1.0,0.22153121437420284,101.47816917154854,1.5,0.8356992249475664,185.7016612404627,1.5,0.7421218921609379,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,null_policy,dikesnet
64,82.43040945253486,1.0,0.9792342416880472,72.61728800618027,10.0,0.7171774410995849,292.28593921503295,10.0,0.7251453934102421,192.17534479173452,1.0,0.7969764477885913,95.5176361798773,1.0,0.48469304367881083,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,null_policy,dikesnet
131,57.681349729788536,1.0,0.06719464551200516,229.25661702889002,1.5,0.8181496579509331,49.26452760887355,1.5,0.3376439134920349,196.08749503688676,10.0,0.6302434213897916,86.99870755100568,1.5,0.47510558370862793,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,null_policy,dikesnet
80,211.1168948872984,1.5,0.42968941732088783,230.29387783446649,10.0,0.7725232849487655,206.64741795562492,1.5,0.46398251738660934,285.68402604677345,1.5,0.7636598273100423,276.93808328307455,1.0,0.26897997947730284,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,null_policy,dikesnet
105,53.1437211605892,10.0,0.1367101150036608,174.52642322556758,10.0,0.22665966239117086,348.5027026912379,10.0,0.8642654967004603,251.7724003785908,1.0,0.862082794448487,41.798641310371636,1.0,0.6034462451748887,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,null_policy,dikesnet
56,144.0470467119781,1.5,0.39485267834641036,316.91438094383193,10.0,0.7561384253095922,73.28028343982666,1.0,0.2920959501030681,141.33356817785105,1.5,0.5309437281716516,297.82081408914587,1.0,0.5107829941634645,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,null_policy,dikesnet
57,177.4060980408942,1.0,0.7361367824997886,253.42527785890584,10.0,0.4160334034404301,227.9480350055617,1.5,0.7250205349657777,311.4328031285003,10.0,0.33072373975048663,236.0178147241281,10.0,0.11291739888811013,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,null_policy,dikesnet
54,277.0681090059305,1.0,0.1842737324710854,86.12733224411616,1.0,0.47095014471551316,51.32772734025375,1.5,0.21363539436807738,67.94842801451041,1.0,0.744370608643123,314.6603699945772,10.0,0.2666541718609769,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,null_policy,dikesnet
75,239.53120492027858,10.0,0.48049513329403404,150.568957831234,10.0,0.9201338416246518,96.67070001625456,1.0,0.8984714965568843,240.85073023089018,1.5,0.8872211580153776,223.53639816414187,1.0,0.8424823366145111,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,null_policy,dikesnet
131,322.6522169615704,1.5,0.3938386233437358,148.3611518853408,1.5,0.60490674425372,311.2753984217611,10.0,0.8636324048014092,202.470279493523,1.0,0.8576353014001222,57.930697856161466,10.0,0.49014597435877316,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,null_policy,dikesnet
88,245.33716873566777,10.0,0.7894013832471067,145.04684888012977,1.0,0.39821175046457746,88.6484353600242,10.0,0.5812361828049658,296.51465852832166,1.0,0.24721652066252123,284.1451001926189,1.5,0.19542196967939873,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,null_policy,dikesnet
97,40.54264560206067,1.5,0.6909995625216266,345.17484126406566,1.5,0.6235859426467761,238.4318069493698,1.5,0.9082502472803828,93.15774585470325,10.0,0.030599708791271843,73.7086768999431,10.0,0.0041675947566539575,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,null_policy,dikesnet
96,325.2954546800517,10.0,0.48417418916803684,326.88409767451793,1.0,0.7234945253910954,129.73786357697193,1.0,0.5738536995366263,180.57764218086217,1.0,0.764911634465453,274.1349871746287,1.0,0.49747154180495623,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,null_policy,dikesnet
41,325.9206131227812,10.0,0.7855254443659452,227.85819865446587,1.5,0.9351055013275752,227.98209619148307,1.5,0.8427937436806875,95.20192601220467,10.0,0.027442908262302907,108.4707201083491,1.5,0.9289152793060778,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,null_policy,dikesnet
71,150.95423143924367,1.5,0.05381992376760882,202.95238325975023,10.0,0.9606831502022244,228.94561442697093,1.5,0.1117711080932342,87.11773425920958,10.0,0.0341963588446247,276.7007309857495,1.0,0.45458181635926614,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,null_policy,dikesnet
8,216.54634563289446,1.0,0.222716730065199,209.17827268489899,10.0,0.45866156228857907,309.07078809684276,1.0,0.3180736585212401,102.85922565679269,10.0,0.22060770784527423,137.2554697257142,1.0,0.6318097189878981,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,null_policy,dikesnet
25,336.5242040303873,1.0,0.09055458795136256,188.08783798861475,1.0,0.3370626562816334,186.24808886980185,1.0,0.03740678887106329,116.07151754300476,1.5,0.20693056769286264,184.1074149443703,1.0,0.04106944805569117,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,null_policy,dikesnet
7,170.06517479491018,1.5,0.041804138396675225,266.20779677508176,1.5,0.23064679584093054,95.77019882543323,1.0,0.7465139716985654,65.07253971676366,1.5,0.27341939285284245,132.5157750245262,1.5,0.43698776720704774,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,null_policy,dikesnet
124,292.5004444801111,1.0,0.1928852732028145,185.4101561754655,1.5,0.485086927747931,285.5832120732448,1.5,0.015093007033795253,336.9330722169858,1.0,0.9942803664769253,192.48351875521425,1.0,0.7661935205273936,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,null_policy,dikesnet
71,275.1483844850785,1.0,0.44304541014357146,174.76324056267083,10.0,0.7546101177207588,232.5635092392847,10.0,0.3248687419180562,304.6530767740324,1.5,0.8464981873978576,103.69793936121164,1.5,0.33072104746032055,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,null_policy,dikesnet
68,119.77996344638868,10.0,0.689198437414509,236.31429033528474,1.0,0.9791624254449743,304.12288504305485,1.0,0.08044954014961496,295.0240989417001,10.0,0.6268211512179496,67.90774328965024,10.0,0.5057866830324852,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,null_policy,dikesnet
74,211.0764176555804,10.0,0.41668671227339454,68.89363151845633,1.0,0.7075741418066495,96.16311803550556,10.0,0.8118348602224232,142.22791304563106,1.0,0.6159091732998166,207.01796201411636,1.5,0.2003084308623018,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,null_policy,dikesnet
61,235.01449150108346,10.0,0.02039610858161644,117.62064731757849,10.0,0.5443489297480206,230.38797844731596,1.5,0.07078352568432106,260.8969704165489,1.5,0.1868630007807021,97.56336596743863,1.5,0.12433563080285909,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,null_policy,dikesnet
75,95.05251306219242,1.5,0.020277212900080614,72.83833503363024,1.5,0.17616473558470377,295.34038711860416,1.0,0.4211988590013857,84.08887768952476,1.5,0.4309385865032862,248.50871859064512,1.5,0.9225571052056492,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,null_policy,dikesnet
27,270.8194823935514,10.0,0.7068811684822195,176.88520369144763,10.0,0.6312088947061888,239.41392749495233,10.0,0.26414599387211934,69.38074569618298,1.0,0.8139172294408973,191.1431120356316,1.5,0.5950875569013825,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,null_policy,dikesnet
132,196.6884253529421,10.0,0.7657268922103645,36.72575615881995,10.0,0.4121564758802427,187.40721494762778,1.0,0.24625538750043713,174.96624912423528,1.0,0.4863803861623893,194.2221373626864,1.0,0.17686473234291952,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,null_policy,dikesnet
95,237.29394253983884,1.5,0.6744259034994664,73.07501517620877,1.5,0.4146074931424212,234.8499904032016,10.0,0.4063884068484548,349.21888733405433,1.0,0.5143988252281044,54.307788616637765,1.5,0.42208116554892056,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,null_policy,dikesnet
119,341.8308638633933,1.0,0.8421948310711463,214.82800395593466,1.0,0.006170666226937384,162.11855535306657,10.0,0.22585651229974907,113.9027986891079,1.5,0.6269075532163908,322.0009069491731,1.0,0.7663641697154645,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,null_policy,dikesnet
44,270.3538092332961,10.0,0.4825262051608381,41.30998011065221,1.0,0.22934808298738737,339.4968473258004,1.5,0.4650564405424329,253.57973956483787,10.0,0.6611850576020333,125.04367928599301,1.0,0.9786777178517448,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,null_policy,dikesnet
34,121.50361102247214,1.0,0.05410699144000272,120.56986489287513,1.5,0.32992936386528976,263.2346913707948,1.0,0.04258018377733608,206.54783846502238,1.0,0.747500968080002,266.75559255249664,10.0,0.9455676018057227,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,null_policy,dikesnet
80,260.81292110748836,10.0,0.7699788634855589,294.03671400566145,1.0,0.401938051936772,98.26166731441934,1.0,0.04040182620181217,162.2694581808649,1.5,0.3557663046116392,255.38132344864988,10.0,0.039495831029659006,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,null_policy,dikesnet
105,326.0726249842833,1.0,0.8076226436299859,273.72695693854206,1.0,0.6415428671339796,64.38078269669303,1.0,0.9600851739363937,226.28219198206443,1.5,0.5287555347183712,297.9550092695076,1.0,0.8133643379892986,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,null_policy,dikesnet
65,158.77797994777487,1.0,0.572978311338657,52.94728715537128,10.0,0.6136053035793526,247.52110331187455,10.0,0.5167167426397292,216.27032478226678,1.0,0.01519700077824313,212.8354423097673,10.0,0.6365269768621605,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,null_policy,dikesnet
75,157.64521495841038,10.0,0.033016788906519594,194.99527454020208,1.5,0.0316805655368035,99.34656147302731,10.0,0.13366971750570203,338.3364273501994,1.5,0.13996313981615158,266.86534120060537,10.0,0.6649889178130796,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,null_policy,dikesnet
100,49.72946914087888,10.0,0.1486068926460441,171.15665584558403,1.0,0.6732165298960807,235.00507774755167,10.0,0.4200296021535069,270.2306185492945,1.5,0.038189911826180735,239.33213961479106,1.0,0.09698237409785943,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,null_policy,dikesnet
26,156.7791663917591,1.0,0.8322750012970107,131.45550125203442,10.0,0.46180798919946153,140.6106457273081,1.5,0.14434536989289207,220.21467201333297,1.0,0.17965796189009794,260.16557071495185,1.5,0.6831818201604466,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,null_policy,dikesnet
46,74.77650304943904,1.5,0.7866498387385249,91.72239079204643,10.0,0.0836298477828462,207.43261453309105,10.0,0.07610358991159985,246.30556751999546,10.0,0.18166977346368768,315.0177392318744,10.0,0.8342937559962947,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,null_policy,dikesnet
30,349.7742979048595,10.0,0.8518354615763765,219.49154423492348,10.0,0.9991251467360085,60.280008645439224,10.0,0.48942677637219417,298.3676698496198,1.0,0.47772066083150255,87.08873349751264,1.5,0.544945038143669,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,null_policy,dikesnet
127,320.9992217650036,10.0,0.5398721686183375,38.74179157663218,1.5,0.8915612710311296,346.44558822219733,1.0,0.2418363159582489,266.12860207149527,1.0,0.14957005843037627,205.58584487308156,1.0,0.5678056555431259,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,null_policy,dikesnet
108,227.853750074461,10.0,0.9745349206244847,241.28281468248827,1.5,0.16619255662324392,143.97065194302175,1.0,0.8152007129358819,50.368965136737984,1.5,0.5674564986269833,324.2707423548417,1.5,0.9111746809120775,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,null_policy,dikesnet
91,92.65359205146738,10.0,0.12959254081976784,33.58846569285702,1.5,0.5431168587305457,54.45953343810142,1.0,0.0817841750006074,121.57291952004108,10.0,0.28515295608330415,83.71161352276086,10.0,0.3634064334610679,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,null_policy,dikesnet
43,217.34278904997453,1.0,0.40738404574194126,303.87944286667516,10.0,0.954983617004334,66.63095229219692,1.5,0.023185086228983416,53.47025928817174,10.0,0.9453520695811317,286.3404126505475,1.0,0.44342074220499106,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,null_policy,dikesnet
96,86.29508819525861,1.5,0.9548122060798402,271.7799366914953,1.5,0.6406393712512771,332.4053805157207,10.0,0.9459787923061551,339.24513195969774,10.0,0.9613569284581306,220.61997165218787,1.5,0.533521554549914,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,null_policy,dikesnet
41,237.69779678899906,1.5,0.4775004356141629,49.26376142909338,1.0,0.05859162803242335,78.8186855358309,1.0,0.28248789581807493,79.98425313044751,1.5,0.467603960120829,72.2996265621808,10.0,0.2619399932717277,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,null_policy,dikesnet
52,277.71498290725685,1.0,0.09827946392318682,101.12056728941717,10.0,0.20996043916755733,227.10414675242708,1.5,0.5821412864366086,266.98452736598983,10.0,0.9271870307892061,212.72271872734163,1.0,0.7053765316554969,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,null_policy,dikesnet
127,51.21828074238145,10.0,0.31286035815592395,344.2602731527787,1.5,0.6189562565437632,200.823294655758,1.5,0.7307012525211832,253.623936423085,10.0,0.8048742731588786,334.8290143656144,10.0,0.7119676545697374,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,null_policy,dikesnet
97,172.7621325852669,10.0,0.15620695431443185,243.4537356086906,10.0,0.6085275231599884,200.3940651809014,10.0,0.5540449378780822,136.3012192076963,10.0,0.1825029243708017,251.20684226431254,1.0,0.07042421027658914,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,null_policy,dikesnet
121,152.80554653512394,1.5,0.9897987741513946,152.67485228528415,10.0,0.8344009528269993,285.115157566034,1.5,0.41729585007060477,224.69014213622214,1.5,0.607024057949486,338.5842182895892,1.5,0.7813753724380893,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,null_policy,dikesnet
102,99.84727020050772,1.5,0.8377050429834013,113.99961917847807,1.5,0.9215171069484182,214.88101808849683,1.5,0.11840588303204762,234.6039565618437,1.0,0.34254936376043116,281.42397742253337,1.0,0.8732062028951614,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,null_policy,dikesnet
130,204.17791302065072,1.0,0.4913104372320126,66.50065438724135,1.5,0.5846387086787525,65.41936271016944,10.0,0.7122147475235651,337.4054585011157,10.0,0.16340446987127893,332.40122763954184,1.0,0.43231240023984857,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,null_policy,dikesnet
45,229.9663956717161,1.0,0.022203609774860134,73.81963306649159,1.0,0.2794807951747172,149.5353160799597,1.0,0.19988639849576967,122.91702608033665,1.0,0.7622179929415339,219.5388209532945,1.0,0.9362481718758351,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,null_policy,dikesnet
65,174.38727781612914,1.0,0.1420873286674148,296.05186732263047,10.0,0.3787516942098271,153.55826068627832,10.0,0.09212564164701643,126.16489889292062,10.0,0.558309832778481,250.00897056183604,1.5,0.1596552141932442,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,null_policy,dikesnet
60,321.7084269434318,10.0,0.19060203101468493,282.9952556133726,10.0,0.09761832120785992,39.10253070929771,10.0,0.5875771870119678,222.37109591970807,10.0,0.0015040753827709836,73.7251202710297,1.0,0.15404667454806356,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,null_policy,dikesnet
112,243.694081851731,10.0,0.3764773202501432,187.44949575976432,1.5,0.6779699355612994,105.70965243632446,10.0,0.7771055353386319,217.80513489618448,1.0,0.9138102018826058,296.4026335763753,10.0,0.8894641790905483,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,null_policy,dikesnet
88,172.52471986386027,1.5,0.8883267407867494,342.0351456864376,1.5,0.8235036859179339,81.63878626321124,10.0,0.06974806834998419,47.17507720721929,10.0,0.8737824687017515,154.60674229158553,1.5,0.3779503417017208,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,null_policy,dikesnet
86,133.57316665229192,10.0,0.7121066922728598,329.3781575101825,10.0,0.1837011883677475,271.859012735803,1.5,0.4192890682340679,226.67824509902687,1.5,0.048079451323635454,303.6127208394165,1.5,0.8524722668321333,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,null_policy,dikesnet
99,321.3815992575329,1.0,0.30387044965060744,37.7578182375555,10.0,0.47641161305362567,151.2407090584664,1.0,0.14029128176316477,292.7789603367246,10.0,0.281444449869705,131.97635515788,1.5,0.5511150061260878,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,null_policy,dikesnet
